"code","entity","nr","date","vote","key","turnout"
"m","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","30 bis 39 Jahre",0.238
"m","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","30 bis 39 Jahre",0.267
"m","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","30 bis 39 Jahre",0.2386
"m","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","30 bis 39 Jahre",0.2564
"f","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","30 bis 39 Jahre",0.3463
"f","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","30 bis 39 Jahre",0.2333
"f","Kanton Neuenburg",3,2012-06-17,"Managed Care","30 bis 39 Jahre",0.1828
"f","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","30 bis 39 Jahre",0.3957
"f","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","30 bis 39 Jahre",0.1568
"f","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","30 bis 39 Jahre",0.2419
"f","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","30 bis 39 Jahre",0.2239
"f","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","30 bis 39 Jahre",0.2807
"f","Kanton Neuenburg",9,2013-11-24,"1 zu 12","30 bis 39 Jahre",0.4033
"f","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","30 bis 39 Jahre",0.4282
"f","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","30 bis 39 Jahre",0.3549
"f","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","30 bis 39 Jahre",0.3064
"f","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","30 bis 39 Jahre",0.2342
"f","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","30 bis 39 Jahre",0.257
"f","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","30 bis 39 Jahre",0.2386
"f","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","30 bis 39 Jahre",0.2478
"gap","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","30 bis 39 Jahre",-0.0085
"gap","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","30 bis 39 Jahre",0.0166
"gap","Kanton Neuenburg",3,2012-06-17,"Managed Care","30 bis 39 Jahre",0.0035
"gap","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","30 bis 39 Jahre",0.0089
"gap","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","30 bis 39 Jahre",-0.0082
"gap","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","30 bis 39 Jahre",7e-04
"gap","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","30 bis 39 Jahre",-0.0043
"gap","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","30 bis 39 Jahre",-0.0164
"gap","Kanton Neuenburg",9,2013-11-24,"1 zu 12","30 bis 39 Jahre",0.0285
"gap","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","30 bis 39 Jahre",0.0116
"gap","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","30 bis 39 Jahre",-0.0017
"gap","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","30 bis 39 Jahre",0.0157
"gap","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","30 bis 39 Jahre",-0.0038
"gap","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","30 bis 39 Jahre",-0.0099
"gap","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","30 bis 39 Jahre",0
"gap","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","30 bis 39 Jahre",-0.0086
"ref","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","30 bis 39 Jahre",-0.1084
"ref","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","30 bis 39 Jahre",-0.1085
"ref","Kanton Neuenburg",3,2012-06-17,"Managed Care","30 bis 39 Jahre",-0.1387
"ref","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","30 bis 39 Jahre",-0.1237
"ref","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","30 bis 39 Jahre",-0.1255
"ref","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","30 bis 39 Jahre",-0.1345
"ref","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","30 bis 39 Jahre",-0.1491
"ref","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","30 bis 39 Jahre",-0.14
"ref","Kanton Neuenburg",9,2013-11-24,"1 zu 12","30 bis 39 Jahre",-0.1196
"ref","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","30 bis 39 Jahre",-0.131
"ref","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","30 bis 39 Jahre",-0.1406
"ref","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","30 bis 39 Jahre",-0.1476
"ref","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","30 bis 39 Jahre",-0.1493
"ref","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","30 bis 39 Jahre",-0.1509
"ref","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","30 bis 39 Jahre",-0.1507
"ref","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","30 bis 39 Jahre",-0.1207
"overall","Stadt Luzern",1,2012-03-11,"Ferieninitiative","30 bis 39 Jahre",0.3219
"overall","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","30 bis 39 Jahre",0.2683
"overall","Stadt Luzern",3,2012-06-17,"Managed Care","30 bis 39 Jahre",0.3397
"overall","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","30 bis 39 Jahre",0.3654
"overall","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","30 bis 39 Jahre",0.2284
"overall","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","30 bis 39 Jahre",0.3416
"overall","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","30 bis 39 Jahre",0.3254
"overall","Stadt Luzern",8,2013-09-22,"Wehrpflicht","30 bis 39 Jahre",0.3597
"overall","Stadt Luzern",9,2013-11-24,"1 zu 12","30 bis 39 Jahre",0.4281
"overall","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","30 bis 39 Jahre",0.4164
"overall","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","30 bis 39 Jahre",0.4435
"overall","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","30 bis 39 Jahre",0.337
"overall","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","30 bis 39 Jahre",0.4164
"overall","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","30 bis 39 Jahre",0.2648
"overall","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","30 bis 39 Jahre",0.239
"overall","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","30 bis 39 Jahre",0.2394
"overall","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","30 bis 39 Jahre",0.3048
"overall","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","30 bis 39 Jahre",0.4145
"m","Stadt Luzern",1,2012-03-11,"Ferieninitiative","30 bis 39 Jahre",0.3314
"m","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","30 bis 39 Jahre",0.2761
"m","Stadt Luzern",3,2012-06-17,"Managed Care","30 bis 39 Jahre",0.3331
"m","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","30 bis 39 Jahre",0.3734
"m","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","30 bis 39 Jahre",0.2398
"m","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","30 bis 39 Jahre",0.3499
"m","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","30 bis 39 Jahre",0.3351
"m","Stadt Luzern",8,2013-09-22,"Wehrpflicht","30 bis 39 Jahre",0.3669
"m","Stadt Luzern",9,2013-11-24,"1 zu 12","30 bis 39 Jahre",0.4356
"m","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","30 bis 39 Jahre",0.432
"m","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","30 bis 39 Jahre",0.4592
"m","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","30 bis 39 Jahre",0.3417
"m","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","30 bis 39 Jahre",0.4409
"m","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","30 bis 39 Jahre",0.2793
"m","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","30 bis 39 Jahre",0.2485
"m","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","30 bis 39 Jahre",0.2447
"m","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","30 bis 39 Jahre",0.3152
"m","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","30 bis 39 Jahre",0.4331
"gap","Stadt Luzern",1,2012-03-11,"Ferieninitiative","30 bis 39 Jahre",-0.0192
"gap","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","30 bis 39 Jahre",-0.0158
"gap","Stadt Luzern",3,2012-06-17,"Managed Care","30 bis 39 Jahre",0.0135
"gap","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","30 bis 39 Jahre",-0.0164
"gap","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","30 bis 39 Jahre",-0.0233
"gap","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","30 bis 39 Jahre",-0.0169
"gap","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","30 bis 39 Jahre",-0.0196
"gap","Stadt Luzern",8,2013-09-22,"Wehrpflicht","30 bis 39 Jahre",-0.0145
"gap","Stadt Luzern",9,2013-11-24,"1 zu 12","30 bis 39 Jahre",-0.0152
"gap","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","30 bis 39 Jahre",-0.0314
"gap","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","30 bis 39 Jahre",-0.0317
"gap","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","30 bis 39 Jahre",-0.0095
"gap","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","30 bis 39 Jahre",-0.0493
"gap","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","30 bis 39 Jahre",-0.0292
"gap","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","30 bis 39 Jahre",-0.0192
"gap","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","30 bis 39 Jahre",-0.0108
"gap","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","30 bis 39 Jahre",-0.0209
"gap","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","30 bis 39 Jahre",-0.0376
"ref","Stadt Luzern",1,2012-03-11,"Ferieninitiative","30 bis 39 Jahre",-0.1218
"ref","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","30 bis 39 Jahre",-0.1016
"ref","Stadt Luzern",3,2012-06-17,"Managed Care","30 bis 39 Jahre",-0.1178
"ref","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","30 bis 39 Jahre",-0.0815
"ref","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","30 bis 39 Jahre",-0.1025
"ref","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","30 bis 39 Jahre",-0.1091
"ref","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","30 bis 39 Jahre",-0.131
"ref","Stadt Luzern",8,2013-09-22,"Wehrpflicht","30 bis 39 Jahre",-0.1103
"ref","Stadt Luzern",9,2013-11-24,"1 zu 12","30 bis 39 Jahre",-0.0808
"ref","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","30 bis 39 Jahre",-0.1153
"ref","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","30 bis 39 Jahre",-0.1165
"ref","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","30 bis 39 Jahre",-0.1348
"ref","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","30 bis 39 Jahre",-0.1094
"ref","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","30 bis 39 Jahre",-0.1481
"ref","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","30 bis 39 Jahre",-0.101
"ref","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","30 bis 39 Jahre",-0.1373
"ref","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","30 bis 39 Jahre",-0.1292
"ref","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","30 bis 39 Jahre",-0.0832
"f","Stadt Luzern",1,2012-03-11,"Ferieninitiative","30 bis 39 Jahre",0.3122
"f","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","30 bis 39 Jahre",0.2603
"f","Stadt Luzern",3,2012-06-17,"Managed Care","30 bis 39 Jahre",0.3466
"f","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","30 bis 39 Jahre",0.357
"f","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","30 bis 39 Jahre",0.2165
"f","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","30 bis 39 Jahre",0.333
"f","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","30 bis 39 Jahre",0.3155
"f","Stadt Luzern",8,2013-09-22,"Wehrpflicht","30 bis 39 Jahre",0.3524
"f","Stadt Luzern",9,2013-11-24,"1 zu 12","30 bis 39 Jahre",0.4204
"f","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","30 bis 39 Jahre",0.4006
"f","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","30 bis 39 Jahre",0.4275
"f","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","30 bis 39 Jahre",0.3322
"f","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","30 bis 39 Jahre",0.3916
"f","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","30 bis 39 Jahre",0.2501
"f","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","30 bis 39 Jahre",0.2293
"f","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","30 bis 39 Jahre",0.2339
"f","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","30 bis 39 Jahre",0.2943
"f","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","30 bis 39 Jahre",0.3955
"overall","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","40 bis 49 Jahre",0.4207
"overall","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","40 bis 49 Jahre",0.3036
"overall","Kanton Neuenburg",3,2012-06-17,"Managed Care","40 bis 49 Jahre",0.2521
"overall","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","40 bis 49 Jahre",0.4813
"overall","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","40 bis 49 Jahre",0.2265
"overall","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","40 bis 49 Jahre",0.3138
"overall","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","40 bis 49 Jahre",0.3083
"overall","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","40 bis 49 Jahre",0.3759
"overall","Kanton Neuenburg",9,2013-11-24,"1 zu 12","40 bis 49 Jahre",0.4734
"overall","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","40 bis 49 Jahre",0.5071
"overall","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","40 bis 49 Jahre",0.4476
"overall","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","40 bis 49 Jahre",0.3917
"overall","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","40 bis 49 Jahre",0.3121
"overall","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","40 bis 49 Jahre",0.3443
"overall","Kanton Neuenburg",15,2015-06-14,"Erbschaftssteuer","40 bis 49 Jahre",0.3163
"overall","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","40 bis 49 Jahre",0.313
"m","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","40 bis 49 Jahre",0.4303
"m","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","40 bis 49 Jahre",0.3021
"m","Kanton Neuenburg",3,2012-06-17,"Managed Care","40 bis 49 Jahre",0.2511
"m","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","40 bis 49 Jahre",0.4739
"m","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","40 bis 49 Jahre",0.2289
"m","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","40 bis 49 Jahre",0.3198
"m","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","40 bis 49 Jahre",0.3141
"m","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","40 bis 49 Jahre",0.3813
"m","Kanton Neuenburg",9,2013-11-24,"1 zu 12","40 bis 49 Jahre",0.4671
"m","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","40 bis 49 Jahre",0.5078
"m","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","40 bis 49 Jahre",0.4426
"m","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","40 bis 49 Jahre",0.3883
"m","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","40 bis 49 Jahre",0.3186
"m","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","40 bis 49 Jahre",0.3513
"m","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","40 bis 49 Jahre",0.3216
"m","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","40 bis 49 Jahre",0.321
"f","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","40 bis 49 Jahre",0.4119
"f","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","40 bis 49 Jahre",0.305
"f","Kanton Neuenburg",3,2012-06-17,"Managed Care","40 bis 49 Jahre",0.253
"f","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","40 bis 49 Jahre",0.4885
"f","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","40 bis 49 Jahre",0.2241
"f","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","40 bis 49 Jahre",0.308
"f","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","40 bis 49 Jahre",0.303
"f","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","40 bis 49 Jahre",0.3708
"f","Kanton Neuenburg",9,2013-11-24,"1 zu 12","40 bis 49 Jahre",0.4795
"f","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","40 bis 49 Jahre",0.5065
"f","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","40 bis 49 Jahre",0.4524
"f","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","40 bis 49 Jahre",0.3949
"f","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","40 bis 49 Jahre",0.3058
"f","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","40 bis 49 Jahre",0.3379
"f","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","40 bis 49 Jahre",0.3114
"f","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","40 bis 49 Jahre",0.3053
"gap","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","40 bis 49 Jahre",-0.0184
"gap","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","40 bis 49 Jahre",0.0029
"gap","Kanton Neuenburg",3,2012-06-17,"Managed Care","40 bis 49 Jahre",0.0019
"gap","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","40 bis 49 Jahre",0.0146
"gap","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","40 bis 49 Jahre",-0.0048
"gap","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","40 bis 49 Jahre",-0.0118
"gap","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","40 bis 49 Jahre",-0.0111
"gap","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","40 bis 49 Jahre",-0.0105
"gap","Kanton Neuenburg",9,2013-11-24,"1 zu 12","40 bis 49 Jahre",0.0124
"gap","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","40 bis 49 Jahre",-0.0013
"gap","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","40 bis 49 Jahre",0.0098
"gap","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","40 bis 49 Jahre",0.0066
"gap","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","40 bis 49 Jahre",-0.0128
"gap","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","40 bis 49 Jahre",-0.0135
"gap","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","40 bis 49 Jahre",-0.0102
"gap","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","40 bis 49 Jahre",-0.0157
"ref","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","40 bis 49 Jahre",-0.0381
"ref","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","40 bis 49 Jahre",-0.03
"ref","Kanton Neuenburg",3,2012-06-17,"Managed Care","40 bis 49 Jahre",-0.0677
"ref","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","40 bis 49 Jahre",-0.0337
"ref","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","40 bis 49 Jahre",-0.0599
"ref","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","40 bis 49 Jahre",-0.0623
"ref","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","40 bis 49 Jahre",-0.0668
"ref","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","40 bis 49 Jahre",-0.0527
"ref","Kanton Neuenburg",9,2013-11-24,"1 zu 12","40 bis 49 Jahre",-0.0354
"ref","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","40 bis 49 Jahre",-0.0465
"ref","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","40 bis 49 Jahre",-0.0487
"ref","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","40 bis 49 Jahre",-0.0545
"ref","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","40 bis 49 Jahre",-0.0733
"ref","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","40 bis 49 Jahre",-0.0684
"ref","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","40 bis 49 Jahre",-0.0729
"ref","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","40 bis 49 Jahre",-0.0598
"overall","Stadt Luzern",1,2012-03-11,"Ferieninitiative","40 bis 49 Jahre",0.4072
"overall","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","40 bis 49 Jahre",0.3407
"overall","Stadt Luzern",3,2012-06-17,"Managed Care","40 bis 49 Jahre",0.4265
"overall","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","40 bis 49 Jahre",0.4076
"overall","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","40 bis 49 Jahre",0.2966
"overall","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","40 bis 49 Jahre",0.4365
"overall","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","40 bis 49 Jahre",0.4309
"overall","Stadt Luzern",8,2013-09-22,"Wehrpflicht","40 bis 49 Jahre",0.4493
"overall","Stadt Luzern",9,2013-11-24,"1 zu 12","40 bis 49 Jahre",0.4982
"overall","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","40 bis 49 Jahre",0.5371
"overall","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","40 bis 49 Jahre",0.5652
"overall","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","40 bis 49 Jahre",0.4714
"overall","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","40 bis 49 Jahre",0.5286
"overall","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","40 bis 49 Jahre",0.4096
"overall","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","40 bis 49 Jahre",0.3538
"overall","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","40 bis 49 Jahre",0.3856
"overall","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","40 bis 49 Jahre",0.4329
"overall","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","40 bis 49 Jahre",0.5153
"m","Stadt Luzern",1,2012-03-11,"Ferieninitiative","40 bis 49 Jahre",0.4188
"m","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","40 bis 49 Jahre",0.3507
"m","Stadt Luzern",3,2012-06-17,"Managed Care","40 bis 49 Jahre",0.421
"m","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","40 bis 49 Jahre",0.4219
"m","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","40 bis 49 Jahre",0.3122
"m","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","40 bis 49 Jahre",0.4491
"m","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","40 bis 49 Jahre",0.4381
"m","Stadt Luzern",8,2013-09-22,"Wehrpflicht","40 bis 49 Jahre",0.4574
"m","Stadt Luzern",9,2013-11-24,"1 zu 12","40 bis 49 Jahre",0.5174
"m","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","40 bis 49 Jahre",0.5461
"m","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","40 bis 49 Jahre",0.5762
"m","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","40 bis 49 Jahre",0.473
"m","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","40 bis 49 Jahre",0.5366
"m","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","40 bis 49 Jahre",0.4237
"m","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","40 bis 49 Jahre",0.3641
"m","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","40 bis 49 Jahre",0.3852
"m","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","40 bis 49 Jahre",0.4429
"m","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","40 bis 49 Jahre",0.5274
"gap","Stadt Luzern",1,2012-03-11,"Ferieninitiative","40 bis 49 Jahre",-0.0231
"gap","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","40 bis 49 Jahre",-0.02
"gap","Stadt Luzern",3,2012-06-17,"Managed Care","40 bis 49 Jahre",0.011
"gap","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","40 bis 49 Jahre",-0.0285
"gap","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","40 bis 49 Jahre",-0.0308
"gap","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","40 bis 49 Jahre",-0.025
"gap","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","40 bis 49 Jahre",-0.0143
"gap","Stadt Luzern",8,2013-09-22,"Wehrpflicht","40 bis 49 Jahre",-0.016
